,Id,PID,MS SubClass,MS Zoning,Street,Land Contour,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,Total Bsmt SF,Heating QC,Central Air,Electrical,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Paved Drive,Sale Type,SalePrice
536,2112,906394020,60,RL,Pave,Lvl,CollgCr,Norm,1Fam,2Story,7,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,879.0,Ex,Y,SBrkr,1795,0.0,2,1,1,Gd,7,Typ,0,NA,Attchd,2005.0,RFn,2.0,578.0,TA,Y,WD ,191000
537,1244,535180100,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,6,7,1958,1958,Hip,MetalSd,MetalSd,BrkFace,135.0,TA,Gd,CBlock,TA,TA,No,BLQ,570.0,1080.0,Gd,Y,SBrkr,1080,0.0,1,0,1,TA,5,Typ,0,NA,Attchd,1958.0,Unf,1.0,288.0,TA,Y,WD ,136000
538,843,907175100,60,RL,Pave,Lvl,CollgCr,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,866.0,Ex,Y,SBrkr,1779,0.0,2,1,1,Gd,6,Typ,0,NA,Attchd,1998.0,RFn,2.0,546.0,TA,Y,WD ,197900
539,2689,903430090,50,RM,Pave,Lvl,OldTown,Feedr,1Fam,1.5Fin,6,8,1910,2003,Hip,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Fa,No,Unf,0.0,485.0,Gd,Y,SBrkr,1635,0.0,1,0,1,Gd,5,Typ,0,NA,Attchd,1950.0,Unf,1.0,255.0,Fa,Y,WD ,117000
540,2753,906380170,20,RL,Pave,Lvl,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,Stone,84.0,Gd,TA,PConc,Gd,TA,Av,GLQ,684.0,1199.0,Ex,Y,SBrkr,1220,1.0,2,0,1,Gd,6,Typ,0,NA,Attchd,2006.0,RFn,2.0,632.0,TA,Y,New,194000
541,1169,533215030,120,FV,Pave,Lvl,Somerst,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,VinylSd,VinylSd,BrkFace,179.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1004.0,1310.0,Ex,Y,SBrkr,1310,1.0,1,1,1,Gd,5,Typ,1,TA,Attchd,2001.0,RFn,2.0,545.0,TA,Y,WD ,285000
542,1376,904351280,190,RL,Pave,Lvl,Edwards,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,351.0,644.0,Gd,Y,SBrkr,1355,1.0,2,0,2,TA,6,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,Y,WD ,127500
543,2503,533128030,60,RL,Pave,Lvl,NoRidge,Norm,1Fam,2Story,7,5,1992,2000,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,728.0,1095.0,Ex,Y,SBrkr,2295,1.0,2,1,1,Gd,9,Typ,1,TA,Attchd,1992.0,RFn,2.0,590.0,TA,Y,WD ,268000
544,1987,902206270,70,RM,Pave,Lvl,OldTown,Artery,1Fam,2Story,4,8,1900,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,1075.0,Ex,Y,SBrkr,1798,0.0,2,1,1,TA,7,Typ,0,NA,Detchd,1935.0,Unf,2.0,342.0,TA,N,WD ,137000
545,1190,534129060,20,RL,Pave,Lvl,NWAmes,Norm,1Fam,1Story,7,7,1967,1967,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,603.0,1620.0,Ex,Y,SBrkr,1620,0.0,2,0,1,Gd,8,Typ,1,Gd,Attchd,1967.0,Unf,2.0,578.0,TA,Y,WD ,215000
546,1930,535300040,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,5,5,1955,1955,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,288.0,1216.0,TA,Y,SBrkr,1216,1.0,1,0,1,TA,5,Typ,0,NA,Attchd,1955.0,RFn,1.0,336.0,TA,Y,WD ,129500
547,2677,903231190,50,RM,Pave,Lvl,BrkSide,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,896.0,Gd,Y,FuseA,1344,0.0,1,0,1,TA,7,Typ,0,NA,Detchd,1936.0,Unf,1.0,240.0,Fa,Y,WD ,115000
548,1256,535375160,50,RL,Pave,Lvl,OldTown,Norm,1Fam,1.5Fin,5,8,1925,1950,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,747.0,TA,Y,SBrkr,1159,0.0,1,0,1,TA,5,Typ,0,NA,Detchd,1932.0,Unf,1.0,288.0,Fa,N,WD ,114000
549,2484,531478010,20,RH,Pave,Lvl,SawyerW,Norm,1Fam,1Story,4,4,1966,1966,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1056.0,1056.0,TA,Y,SBrkr,1056,1.0,1,0,1,TA,5,Typ,0,NA,Detchd,1966.0,Unf,1.0,384.0,TA,Y,WD ,107000
550,1253,535352080,50,RL,Pave,Lvl,NAmes,Norm,1Fam,1.5Fin,5,5,1947,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,442.0,832.0,TA,Y,SBrkr,1216,0.0,1,0,1,TA,6,Typ,0,NA,Detchd,1947.0,Unf,1.0,336.0,TA,Y,COD,118500
551,1337,903227080,50,RM,Pave,Lvl,BrkSide,Norm,1Fam,1.5Fin,6,7,1929,1950,Gable,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,862.0,TA,Y,SBrkr,1158,0.0,1,0,1,TA,5,Typ,1,Gd,BuiltIn,1929.0,RFn,1.0,208.0,TA,Y,WD ,120000
552,1788,528439040,20,RL,Pave,Lvl,Somerst,Norm,1Fam,1Story,8,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,Av,GLQ,769.0,1538.0,Ex,Y,SBrkr,1538,1.0,2,0,1,Gd,7,Typ,0,NA,Attchd,2005.0,RFn,2.0,484.0,TA,Y,WD ,260000
553,141,535152130,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,5,5,1959,1959,Hip,MetalSd,MetalSd,BrkFace,150.0,TA,TA,CBlock,TA,TA,No,BLQ,856.0,1143.0,TA,Y,SBrkr,1143,1.0,1,0,1,TA,6,Typ,0,NA,Attchd,1959.0,RFn,1.0,308.0,TA,Y,WD ,136000
554,1669,527404140,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,4,5,1971,1971,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,858.0,TA,Y,SBrkr,872,0.0,1,0,1,TA,5,Typ,0,NA,Detchd,1974.0,Unf,4.0,480.0,TA,Y,WD ,123000
555,1366,903458110,50,RM,Pave,Lvl,IDOTRR,Artery,1Fam,1.5Fin,6,7,1920,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,319.0,TA,Y,FuseA,1406,0.0,1,0,1,Fa,6,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,N,WD ,89500
556,52,528218150,20,RL,Pave,Lvl,Gilbert,Norm,1Fam,1Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,1324.0,Ex,Y,SBrkr,1324,0.0,2,0,1,Gd,6,Typ,0,NA,Attchd,2005.0,Fin,2.0,430.0,TA,Y,WD ,199500
557,1380,905104080,20,RL,Pave,Lvl,Sawyer,Norm,1Fam,1Story,5,7,1966,1966,Gable,HdBoard,HdBoard,BrkCmn,41.0,TA,TA,PConc,TA,TA,No,Unf,0.0,876.0,TA,Y,SBrkr,904,0.0,1,0,1,TA,6,Typ,0,NA,Attchd,1966.0,Unf,1.0,408.0,TA,Y,WD ,109900
558,919,909257050,70,RL,Pave,Lvl,Crawfor,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,Gd,TA,No,Unf,0.0,1276.0,Ex,Y,SBrkr,2080,0.0,1,1,1,Gd,9,Typ,2,Gd,Detchd,1926.0,Unf,1.0,282.0,TA,Y,WD ,234000
559,2804,907290230,120,RM,Pave,Lvl,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662.0,848.0,Ex,Y,SBrkr,848,1.0,1,0,1,Gd,3,Typ,1,Gd,Attchd,2004.0,RFn,2.0,420.0,TA,Y,WD ,155900
560,782,905229040,50,RL,Pave,Lvl,ClearCr,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,1104.0,Ex,Y,FuseA,1788,1.0,1,0,1,TA,8,Min2,2,TA,Attchd,1957.0,Unf,1.0,304.0,TA,Y,WD ,161500
561,956,916176030,20,RL,Pave,Lvl,Timber,Norm,1Fam,SLvl,6,6,1958,1958,Gable,HdBoard,HdBoard,BrkFace,541.0,TA,TA,CBlock,TA,TA,No,GLQ,111.0,819.0,Gd,Y,FuseA,1344,0.0,1,0,1,Gd,7,Typ,1,Gd,Basment,1958.0,RFn,2.0,525.0,TA,Y,COD,137500
562,187,902401060,190,RM,Pave,Lvl,OldTown,Norm,2fmCon,2Story,5,3,1910,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,TA,TA,Mn,Unf,0.0,840.0,Fa,N,FuseF,2256,0.0,2,0,2,Fa,12,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,N,WD ,76500
563,2074,905352180,60,RL,Pave,Lvl,ClearCr,Norm,1Fam,2Story,6,5,1988,1989,Gable,Plywood,Plywood,BrkFace,268.0,Gd,TA,PConc,Gd,TA,No,GLQ,831.0,1151.0,TA,Y,SBrkr,2060,0.0,2,1,1,TA,8,Typ,1,TA,Attchd,1988.0,Unf,2.0,521.0,TA,Y,WD ,211000
564,1039,527427110,120,RH,Pave,Lvl,NAmes,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,266.0,1405.0,Ex,Y,SBrkr,1337,1.0,2,0,1,Gd,5,Typ,0,NA,Attchd,1998.0,Fin,2.0,511.0,TA,Y,COD,181000
565,1210,534401130,80,RL,Pave,Lvl,NAmes,Norm,1Fam,SLvl,6,7,1966,1966,Gable,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,312.0,1127.0,TA,Y,SBrkr,1165,1.0,1,1,1,TA,6,Typ,0,NA,Attchd,1966.0,RFn,2.0,490.0,Gd,Y,WD ,174900
566,2710,905103140,80,RL,Pave,Lvl,Sawyer,Norm,1Fam,SLvl,5,6,1966,1966,Gable,VinylSd,VinylSd,BrkFace,97.0,TA,TA,CBlock,TA,TA,Av,LwQ,328.0,1164.0,Ex,Y,SBrkr,1320,1.0,1,0,1,TA,6,Typ,2,Fa,Attchd,1966.0,RFn,2.0,564.0,TA,Y,WD ,164500
567,44,528138060,20,RL,Pave,Lvl,NridgHt,Norm,1Fam,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,168.0,Gd,TA,PConc,Gd,TA,No,GLQ,2.0,1517.0,Ex,Y,SBrkr,1535,0.0,2,0,1,Gd,7,Typ,0,NA,Attchd,2004.0,RFn,2.0,532.0,TA,Y,WD ,214000
568,1026,527354160,60,RL,Pave,Lvl,NWAmes,Norm,1Fam,2Story,7,6,1980,1988,Gable,HdBoard,HdBoard,BrkFace,280.0,TA,TA,CBlock,Gd,TA,Mn,Unf,0.0,738.0,TA,Y,SBrkr,2044,0.0,2,1,1,TA,7,Min1,1,TA,Attchd,1980.0,Unf,2.0,489.0,TA,Y,WD ,185000
569,1343,903231080,50,RM,Pave,Lvl,BrkSide,Norm,1Fam,1.5Fin,4,7,1929,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,80.0,704.0,Ex,Y,SBrkr,1136,0.0,1,0,1,TA,6,Typ,0,NA,Detchd,1990.0,Unf,1.0,336.0,TA,Y,WD ,123000
570,2248,914452090,85,RL,Pave,Bnk,Mitchel,Norm,1Fam,SFoyer,6,6,1979,1979,Gable,HdBoard,Wd Shng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1001.0,1001.0,TA,Y,SBrkr,1299,1.0,2,0,1,Gd,5,Typ,1,Po,BuiltIn,1979.0,RFn,2.0,486.0,TA,Y,WD ,183500
571,1849,533236040,160,FV,Pave,Lvl,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,776.0,Ex,Y,SBrkr,1441,0.0,2,1,1,Gd,5,Typ,0,NA,Detchd,1999.0,Unf,2.0,492.0,TA,Y,WD ,174000
572,2076,905377020,20,RL,Pave,Lvl,Edwards,Norm,1Fam,1Story,5,5,1953,1953,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,587.0,1073.0,TA,Y,SBrkr,1630,0.0,2,0,1,TA,6,Mod,1,TA,Detchd,1953.0,Unf,2.0,649.0,TA,P,COD,130000
573,2641,902106040,70,RM,Pave,Lvl,OldTown,Norm,1Fam,2Story,7,7,1925,1990,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,16.0,728.0,Ex,Y,SBrkr,1641,0.0,1,1,1,Ex,6,Typ,1,Gd,Detchd,1925.0,Unf,2.0,546.0,Fa,Y,WD ,178000
574,5,527105010,60,RL,Pave,Lvl,Gilbert,Norm,1Fam,2Story,5,5,1997,1998,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,791.0,928.0,Gd,Y,SBrkr,1629,0.0,2,1,1,TA,6,Typ,1,TA,Attchd,1997.0,Fin,2.0,482.0,TA,Y,WD ,189900
575,878,907290180,120,RM,Pave,Lvl,CollgCr,Norm,TwnhsE,1Story,6,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,685.0,848.0,Ex,Y,SBrkr,848,1.0,1,0,1,Gd,4,Typ,0,NA,Attchd,2003.0,Fin,2.0,420.0,TA,Y,WD ,144000
576,1548,910202100,30,RM,Pave,Lvl,IDOTRR,Norm,1Fam,1Story,6,8,1930,2007,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,538.0,816.0,Ex,Y,SBrkr,816,0.0,1,0,1,TA,5,Typ,0,NA,Detchd,2002.0,Unf,1.0,432.0,TA,Y,WD ,120500
577,841,907135040,20,RL,Pave,Lvl,CollgCr,Norm,1Fam,1Story,5,5,1994,1995,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,1097.0,Ex,Y,SBrkr,1097,0.0,1,1,1,TA,6,Typ,0,NA,Attchd,1995.0,Unf,2.0,672.0,TA,Y,WD ,145000
578,1621,527126030,120,RL,Pave,Lvl,StoneBr,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1196.0,1494.0,Ex,Y,SBrkr,1652,1.0,2,0,1,Ex,6,Typ,0,NA,Attchd,2000.0,RFn,2.0,499.0,TA,Y,WD ,251000
579,218,905101310,90,RL,Pave,Lvl,Sawyer,Norm,Duplex,1Story,4,5,1968,1968,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,1768.0,TA,N,SBrkr,1768,0.0,2,0,2,TA,8,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,Y,WD ,136500
580,1504,908204160,90,RL,Pave,Lvl,Edwards,Norm,Duplex,1Story,4,5,1955,1955,Gable,WdShing,Wd Shng,BrkCmn,58.0,TA,TA,Slab,NA,NA,NA,NA,0.0,0.0,TA,N,FuseF,1152,0.0,2,0,2,TA,6,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,N,WD ,82500
581,946,912251110,30,I (all),Grvl,Lvl,IDOTRR,Norm,1Fam,1Story,2,4,1910,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,CBlock,NA,NA,NA,NA,0.0,0.0,TA,N,FuseA,810,0.0,1,0,1,TA,4,Min1,0,NA,Detchd,1975.0,Unf,1.0,280.0,TA,N,ConLD,57625
582,455,528175050,120,RL,Pave,Lvl,NridgHt,Norm,TwnhsE,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,Stone,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,876.0,1350.0,Ex,Y,SBrkr,1358,1.0,2,0,1,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,2.0,484.0,TA,Y,WD ,212500
583,2906,923203090,120,RM,Pave,Lvl,Mitchel,Norm,Twnhs,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Ex,TA,No,GLQ,897.0,1216.0,Ex,Y,SBrkr,1216,1.0,2,0,1,TA,5,Typ,0,NA,Attchd,1998.0,Unf,2.0,402.0,TA,Y,WD ,164000
584,2878,910226060,50,RM,Pave,Lvl,IDOTRR,Norm,1Fam,1.5Fin,6,5,1957,1957,Gable,MetalSd,MetalSd,BrkFace,327.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,967.0,Gd,Y,SBrkr,1638,0.0,2,0,1,Gd,6,Typ,0,NA,Detchd,1957.0,Unf,1.0,384.0,TA,Y,WD ,139000
585,1173,533217050,160,FV,Pave,Lvl,Somerst,Norm,Twnhs,2Story,7,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,212.0,Gd,TA,PConc,Gd,TA,No,BLQ,510.0,600.0,Ex,Y,SBrkr,1252,1.0,2,1,1,Gd,4,Typ,0,NA,Detchd,1999.0,Unf,2.0,462.0,TA,Y,WD ,160000
586,985,923276260,85,RL,Pave,Lvl,Mitchel,Norm,1Fam,SFoyer,5,6,1992,1993,Gable,HdBoard,Wd Shng,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,718.0,828.0,TA,Y,SBrkr,883,1.0,1,0,1,TA,5,Typ,1,Fa,Detchd,1998.0,Unf,2.0,698.0,TA,Y,WD ,149000
587,975,923225490,20,RL,Pave,Lvl,Mitchel,Norm,1Fam,1Story,5,6,1968,1968,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,510.0,864.0,TA,Y,SBrkr,874,1.0,1,0,1,TA,5,Typ,0,NA,Attchd,1968.0,RFn,1.0,288.0,TA,Y,WD ,130000
588,202,903425110,70,RM,Pave,Bnk,OldTown,RRAn,1Fam,2Story,7,6,1921,1950,Gable,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,576.0,Gd,Y,SBrkr,1710,0.0,2,0,1,TA,9,Typ,0,NA,Detchd,1990.0,Unf,2.0,480.0,TA,Y,WD ,140000
589,528,528480170,20,FV,Pave,Lvl,Somerst,Norm,1Fam,1Story,8,5,2008,2009,Hip,VinylSd,VinylSd,BrkFace,288.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,1836.0,Ex,Y,SBrkr,1836,0.0,2,0,1,Gd,8,Typ,1,Gd,Attchd,2009.0,Fin,2.0,517.0,TA,Y,New,264500
590,2579,535179050,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,5,5,1957,1957,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,895.0,1092.0,TA,Y,FuseA,1092,1.0,1,0,1,TA,6,Typ,1,TA,Attchd,1957.0,Fin,1.0,299.0,TA,Y,WD ,141000
591,1841,533208040,120,FV,Pave,Lvl,Somerst,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,UnKn,-1.0,Gd,TA,PConc,Gd,TA,No,GLQ,1106.0,1241.0,Ex,Y,SBrkr,1241,1.0,1,1,1,Gd,4,Typ,0,NA,Attchd,2007.0,Fin,2.0,569.0,TA,Y,New,199900
592,591,534152120,20,RL,Pave,Lvl,NWAmes,Norm,1Fam,1Story,6,5,1977,1977,Gable,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,Gd,TA,No,ALQ,686.0,1350.0,TA,Y,SBrkr,1334,0.0,2,0,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,2.0,630.0,TA,Y,WD ,167900
593,1897,534425080,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,6,6,1960,1987,Gable,Wd Sdng,Wd Sdng,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,BLQ,594.0,1144.0,Ex,Y,SBrkr,1429,0.0,1,0,1,Gd,7,Typ,2,Gd,Attchd,1960.0,Unf,2.0,572.0,TA,Y,WD ,181900
594,70,528458110,20,FV,Pave,Lvl,Somerst,Norm,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1078.0,1566.0,Ex,Y,SBrkr,1566,1.0,2,0,1,Gd,7,Typ,0,NA,Attchd,2008.0,RFn,2.0,750.0,TA,Y,WD ,262500
595,590,534151120,60,RL,Pave,Lvl,NWAmes,Norm,1Fam,2Story,7,7,1977,1992,Hip,HdBoard,HdBoard,BrkFace,283.0,TA,Gd,PConc,Gd,TA,No,GLQ,432.0,908.0,Ex,Y,SBrkr,2288,0.0,1,2,1,Gd,8,Typ,2,TA,Attchd,1977.0,RFn,2.0,520.0,TA,Y,WD ,230000
596,1172,533215080,120,FV,Pave,Lvl,Somerst,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1238.0,1698.0,Ex,Y,SBrkr,1709,1.0,2,0,1,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2.0,506.0,TA,Y,CWD,328900
597,1714,528172070,20,RL,Pave,Lvl,NridgHt,Norm,1Fam,1Story,8,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,No,GLQ,119.0,1721.0,Ex,Y,SBrkr,1721,1.0,2,0,1,Gd,7,Typ,0,NA,Attchd,2005.0,RFn,2.0,554.0,TA,Y,WD ,232698
598,829,906380220,20,RL,Pave,Lvl,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,BrkFace,140.0,Gd,TA,PConc,Gd,TA,Av,GLQ,872.0,1254.0,Ex,Y,SBrkr,1254,1.0,2,0,1,Gd,5,Typ,0,NA,Attchd,2008.0,RFn,3.0,810.0,TA,Y,WD ,221800
599,1397,905227050,50,RL,Pave,Lvl,Sawyer,Norm,1Fam,1.5Fin,5,7,1941,1973,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,336.0,576.0,Gd,Y,SBrkr,1350,1.0,1,1,1,Gd,6,Min1,0,NA,2Types,1973.0,Unf,3.0,627.0,TA,N,WD ,152400
600,877,907290090,20,RL,Pave,Lvl,CollgCr,Norm,1Fam,1Story,7,5,2000,2001,Gable,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,1630.0,Ex,Y,SBrkr,1630,0.0,2,0,1,Gd,6,Typ,1,TA,Attchd,2000.0,Unf,2.0,451.0,TA,Y,WD ,213000
601,2477,531376050,60,RL,Pave,Lvl,SawyerW,Norm,1Fam,2Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,96.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,784.0,Ex,Y,SBrkr,1585,0.0,2,1,1,Gd,7,Typ,0,NA,Attchd,2005.0,RFn,2.0,449.0,TA,Y,WD ,184900
602,2871,909428110,190,RL,Pave,Lvl,Crawfor,Norm,2fmCon,1Story,5,5,1953,1953,Hip,MetalSd,MetalSd,BrkFace,56.0,TA,TA,CBlock,TA,TA,Mn,BLQ,841.0,1165.0,TA,Y,SBrkr,1336,1.0,1,0,1,TA,5,Typ,2,Gd,Attchd,1953.0,Unf,1.0,375.0,TA,Y,WD ,157000
603,2489,532353030,20,RL,Pave,Lvl,Sawyer,Norm,1Fam,1Story,5,6,1962,2002,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,612.0,864.0,Gd,Y,SBrkr,1211,0.0,1,0,1,TA,6,Min1,1,TA,Detchd,1972.0,Unf,2.0,576.0,TA,Y,WD ,144000
604,1655,527354050,20,RL,Pave,Lvl,NWAmes,Norm,1Fam,1Story,6,5,1979,1999,Gable,MetalSd,MetalSd,BrkFace,253.0,TA,TA,CBlock,Gd,TA,No,GLQ,903.0,1259.0,Ex,Y,SBrkr,1353,1.0,2,0,1,TA,5,Typ,1,TA,Attchd,1979.0,RFn,2.0,478.0,TA,Y,WD ,192350
605,1891,534401120,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,7,6,1966,1966,Hip,HdBoard,Plywood,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,BLQ,654.0,1174.0,Ex,Y,SBrkr,1200,0.0,2,0,1,TA,6,Typ,1,TA,Attchd,1966.0,RFn,2.0,440.0,TA,Y,CWD,163500
606,1419,906204150,60,RL,Pave,Lvl,SawyerW,Norm,1Fam,2Story,7,5,1990,1990,Hip,HdBoard,HdBoard,BrkFace,99.0,TA,TA,PConc,Gd,TA,No,GLQ,1085.0,1475.0,Ex,Y,SBrkr,2329,1.0,2,1,1,Gd,10,Typ,1,Ex,Attchd,1990.0,Unf,2.0,514.0,TA,Y,WD ,262280
607,1473,907405020,20,RL,Pave,Lvl,CollgCr,Norm,1Fam,1Story,7,5,2002,2003,Gable,VinylSd,VinylSd,BrkFace,113.0,Gd,TA,PConc,Gd,TA,Av,GLQ,810.0,1536.0,Ex,Y,SBrkr,1536,1.0,2,0,1,Gd,7,Typ,0,NA,Attchd,2002.0,RFn,2.0,532.0,TA,Y,WD ,214000
608,2868,909425120,20,RL,Pave,Lvl,Crawfor,Norm,1Fam,1Story,6,7,1956,2004,Gable,Stone,Stone,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,296.0,1073.0,Ex,Y,SBrkr,1811,0.0,1,0,1,Ex,6,Typ,1,Gd,Attchd,1956.0,Fin,2.0,470.0,TA,Y,WD ,230000
